brewery_name,review_time,review_overall,review_aroma,review_profilename,beer_style,review_taste,beer_name,beer_beerid
Amstel Brouwerij B. V.,1.00210988E9,3.0,2.0,xXTequila,Light Lager,3.0,Amstel Light,436.0
Amstel Brouwerij B. V.,9.88202869E8,3.0,3.0,Brent,Light Lager,2.0,Amstel Light,436.0
Isle Of Skye Brewery,1.000848115E9,5.0,5.0,dennis,Scottish Ale,5.0,Black Cuillin,1557.0
Formosa Brewing Co.,9.97954109E8,3.0,3.0,Brent,Black & Tan,3.0,Black & Tan,1222.0
Formosa Brewing Co.,9.97954232E8,3.0,3.0,Brent,American Pale Ale (APA),2.0,Special Reserve Ale,1223.0
Cooperstown Brewing Company,1.003836659E9,5.0,4.0,John,English Stout,5.0,Strike Out Stout,178.0
Bluegrass Brewing Co. - East St. Matthew's,9.96507011E8,5.0,5.0,Brent,American Pale Ale (APA),5.0,American Pale Ale,1122.0
Bluegrass Brewing Co. - East St. Matthew's,9.96507295E8,4.0,4.0,Brent,English Porter,4.0,Dark Star Porter,1123.0
Bluegrass Brewing Co. - East St. Matthew's,9.96506774E8,4.0,5.0,Brent,Altbier,4.0,Altbier,1121.0
Bluegrass Brewing Co. - East St. Matthew's,9.96507619E8,3.0,3.0,Brent,Czech Pilsener,3.0,Flatpicker Bohemian Pilsner,1124.0
Pike Pub & Brewery,1.002299922E9,5.0,4.0,John,American Pale Ale (APA),5.0,Pike Pale Ale,959.0
Pike Pub & Brewery,9.99005388E8,5.0,4.0,DrDocRudge,American Pale Ale (APA),5.0,Pike Pale Ale,959.0
Pike Pub & Brewery,1.002299646E9,4.0,4.0,mattmaples,Scotch Ale / Wee Heavy,4.0,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,9.99005555E8,5.0,5.0,DrDocRudge,Scotch Ale / Wee Heavy,4.0,Pike Kilt Lifter Scotch Style Ale,962.0
Pike Pub & Brewery,1.002299998E9,3.0,3.0,mattmaples,American Pale Ale (APA),4.0,Naughty Nellie's Ale,961.0
Cooperstown Brewing Company,1.001343421E9,4.0,4.0,John,American Pale Ale (APA),4.0,Old Slugger,1598.0
Cooperstown Brewing Company,1.005434677E9,3.5,3.0,bcm119,English India Pale Ale (IPA),3.5,Back Yard India Pale Ale,1599.0
Cooperstown Brewing Company,1.001343533E9,4.0,4.0,John,English India Pale Ale (IPA),4.0,Back Yard India Pale Ale,1599.0
Cooperstown Brewing Company,1.005606207E9,4.0,4.0,bcm119,English Porter,4.0,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.001343745E9,4.0,4.0,John,English Porter,4.0,Benchwarmer Porter,176.0
Cooperstown Brewing Company,1.003505176E9,5.0,5.0,John,English Strong Ale,5.0,Pride Of Milford Special Ale,1791.0
Inertia Industries Ltd.,1.002720108E9,3.0,3.0,John,American Adjunct Lager,3.0,Sandpiper Premium Lager,1674.0
Cambridge Brewing Company,1.005824946E9,4.0,4.0,Todd,Scotch Ale / Wee Heavy,5.0,Bannatyne's Scotch Ale,454.0
Browar Okocim S.A. (Carlsberg),1.000598401E9,4.0,3.0,Todd,Euro Pale Lager,4.0,O.K. Beer,1525.0
Browar Okocim S.A. (Carlsberg),1.004947685E9,5.0,5.0,Todd,Euro Pale Lager,5.0,Okocim (Zagloba) Premium Beer,1521.0
Browar Okocim S.A. (Carlsberg),1.000586756E9,5.0,4.0,mattmaples,Euro Pale Lager,5.0,Okocim (Zagloba) Premium Beer,1521.0
Browar Okocim S.A. (Carlsberg),1.000838867E9,4.0,3.0,mattmaples,Euro Strong Lager,4.0,Okocim Mocne,1554.0
Browar Okocim S.A. (Carlsberg),1.006255418E9,4.0,5.0,pbrian,Baltic Porter,5.0,Okocim Porter,1504.0
Browar Okocim S.A. (Carlsberg),1.005858922E9,4.0,3.0,Brent,Baltic Porter,4.0,Okocim Porter,1504.0
Browar Okocim S.A. (Carlsberg),1.000327672E9,4.0,3.0,mattmaples,Baltic Porter,5.0,Okocim Porter,1504.0
Heineken Nederland B.V.,1.009060245E9,3.0,3.0,jdhilt,Euro Pale Lager,3.0,Heineken Lager Beer,246.0
Heineken Nederland B.V.,1.004664672E9,3.0,3.0,Tim,Euro Pale Lager,3.0,Heineken Lager Beer,246.0
Heineken Nederland B.V.,1.004219327E9,1.0,1.0,geckointhebox,Euro Pale Lager,1.0,Heineken Lager Beer,246.0
Heineken Nederland B.V.,1.002110077E9,2.0,1.0,xXTequila,Euro Pale Lager,1.0,Heineken Lager Beer,246.0
Heineken Nederland B.V.,9.93252536E8,2.0,2.0,grdahl,Euro Pale Lager,2.0,Heineken Lager Beer,246.0
Heineken Nederland B.V.,9.88642482E8,2.0,1.0,Brent,Euro Pale Lager,2.0,Heineken Lager Beer,246.0
Brauerei Heller-Trum / Schlenkerla,1.004346327E9,4.0,4.0,MississaugaMatt,Rauchbier,3.0,Aecht Schlenkerla Rauchbier Märzen,727.0
"Plzensky Prazdroj, a. s.",1.005255806E9,4.0,3.0,beerluvr,Czech Pilsener,4.0,Pilsner Urquell,429.0
"Plzensky Prazdroj, a. s.",1.00291611E9,5.0,4.0,BKotch,Czech Pilsener,5.0,Pilsner Urquell,429.0
